Symbol,Refdate,Starttime,Endtime
QQQ,20111202,20111202-09:30:00,20111202-16:00:00
QQQ,20111205,20111205-09:30:00,20111205-16:00:00
QQQ,20111206,20111206-09:30:00,20111206-16:00:00
QQQ,20111207,20111207-09:30:00,20111207-16:00:00
QQQ,20111208,20111208-09:30:00,20111208-16:00:00
QQQ,20111209,20111209-09:30:00,20111209-16:00:00
QQQ,20111212,20111212-09:30:00,20111212-16:00:00
QQQ,20111213,20111213-09:30:00,20111213-16:00:00
QQQ,20111214,20111214-09:30:00,20111214-16:00:00
QQQ,20111215,20111215-09:30:00,20111215-16:00:00
QQQ,20111216,20111216-09:30:00,20111216-16:00:00
QQQ,20111219,20111219-09:30:00,20111219-16:00:00
QQQ,20111220,20111220-09:30:00,20111220-16:00:00
QQQ,20111221,20111221-09:30:00,20111221-16:00:00
QQQ,20111222,20111222-09:30:00,20111222-16:00:00
QQQ,20111223,20111223-09:30:00,20111223-16:00:00
QQQ,20111227,20111227-09:30:00,20111227-16:00:00
QQQ,20111228,20111228-09:30:00,20111228-16:00:00
QQQ,20111229,20111229-09:30:00,20111229-16:00:00
QQQ,20111230,20111230-09:30:00,20111230-16:00:00
QQQ,20120103,20120103-09:30:00,20120103-16:00:00
QQQ,20120104,20120104-09:30:00,20120104-16:00:00
QQQ,20120105,20120105-09:30:00,20120105-16:00:00
QQQ,20120106,20120106-09:30:00,20120106-16:00:00
QQQ,20120109,20120109-09:30:00,20120109-16:00:00
QQQ,20120110,20120110-09:30:00,20120110-16:00:00
QQQ,20120111,20120111-09:30:00,20120111-16:00:00
QQQ,20120112,20120112-09:30:00,20120112-16:00:00
QQQ,20120113,20120113-09:30:00,20120113-16:00:00
QQQ,20120117,20120117-09:30:00,20120117-16:00:00
QQQ,20120118,20120118-09:30:00,20120118-16:00:00
QQQ,20120119,20120119-09:30:00,20120119-16:00:00
QQQ,20120120,20120120-09:30:00,20120120-16:00:00
QQQ,20120123,20120123-09:30:00,20120123-16:00:00
QQQ,20120124,20120124-09:30:00,20120124-16:00:00
QQQ,20120125,20120125-09:30:00,20120125-16:00:00
QQQ,20120126,20120126-09:30:00,20120126-16:00:00
QQQ,20120127,20120127-09:30:00,20120127-16:00:00
QQQ,20120130,20120130-09:30:00,20120130-16:00:00
QQQ,20120131,20120131-09:30:00,20120131-16:00:00
QQQ,20120201,20120201-09:30:00,20120201-16:00:00
QQQ,20120202,20120202-09:30:00,20120202-16:00:00
QQQ,20120203,20120203-09:30:00,20120203-16:00:00
QQQ,20120206,20120206-09:30:00,20120206-16:00:00
QQQ,20120207,20120207-09:30:00,20120207-16:00:00
QQQ,20120208,20120208-09:30:00,20120208-16:00:00
QQQ,20120209,20120209-09:30:00,20120209-16:00:00
QQQ,20120210,20120210-09:30:00,20120210-16:00:00
QQQ,20120213,20120213-09:30:00,20120213-16:00:00
QQQ,20120214,20120214-09:30:00,20120214-16:00:00
QQQ,20120215,20120215-09:30:00,20120215-16:00:00
QQQ,20120216,20120216-09:30:00,20120216-16:00:00
QQQ,20120217,20120217-09:30:00,20120217-16:00:00
QQQ,20120221,20120221-09:30:00,20120221-16:00:00
QQQ,20120222,20120222-09:30:00,20120222-16:00:00
QQQ,20120223,20120223-09:30:00,20120223-16:00:00
QQQ,20120224,20120224-09:30:00,20120224-16:00:00
QQQ,20120227,20120227-09:30:00,20120227-16:00:00
QQQ,20120228,20120228-09:30:00,20120228-16:00:00
QQQ,20120229,20120229-09:30:00,20120229-16:00:00
QQQ,20120301,20120301-09:30:00,20120301-16:00:00
QQQ,20120302,20120302-09:30:00,20120302-16:00:00
QQQ,20120305,20120305-09:30:00,20120305-16:00:00
QQQ,20120306,20120306-09:30:00,20120306-16:00:00
QQQ,20120307,20120307-09:30:00,20120307-16:00:00
QQQ,20120308,20120308-09:30:00,20120308-16:00:00
QQQ,20120309,20120309-09:30:00,20120309-16:00:00
QQQ,20120312,20120312-09:30:00,20120312-16:00:00
QQQ,20120313,20120313-09:30:00,20120313-16:00:00
QQQ,20120314,20120314-09:30:00,20120314-16:00:00
QQQ,20120315,20120315-09:30:00,20120315-16:00:00
QQQ,20120316,20120316-09:30:00,20120316-16:00:00
QQQ,20120319,20120319-09:30:00,20120319-16:00:00
QQQ,20120320,20120320-09:30:00,20120320-16:00:00
QQQ,20120321,20120321-09:30:00,20120321-16:00:00
QQQ,20120322,20120322-09:30:00,20120322-16:00:00
QQQ,20120323,20120323-09:30:00,20120323-16:00:00
QQQ,20120326,20120326-09:30:00,20120326-16:00:00
QQQ,20120327,20120327-09:30:00,20120327-16:00:00
QQQ,20120328,20120328-09:30:00,20120328-16:00:00
QQQ,20120329,20120329-09:30:00,20120329-16:00:00
QQQ,20120330,20120330-09:30:00,20120330-16:00:00
QQQ,20120402,20120402-09:30:00,20120402-16:00:00
QQQ,20120403,20120403-09:30:00,20120403-16:00:00
QQQ,20120404,20120404-09:30:00,20120404-16:00:00
QQQ,20120405,20120405-09:30:00,20120405-16:00:00
QQQ,20120409,20120409-09:30:00,20120409-16:00:00
QQQ,20120410,20120410-09:30:00,20120410-16:00:00
QQQ,20120411,20120411-09:30:00,20120411-16:00:00
QQQ,20120412,20120412-09:30:00,20120412-16:00:00
QQQ,20120413,20120413-09:30:00,20120413-16:00:00
QQQ,20120416,20120416-09:30:00,20120416-16:00:00
QQQ,20120417,20120417-09:30:00,20120417-16:00:00
QQQ,20120418,20120418-09:30:00,20120418-16:00:00
QQQ,20120419,20120419-09:30:00,20120419-16:00:00
QQQ,20120420,20120420-09:30:00,20120420-16:00:00
QQQ,20120423,20120423-09:30:00,20120423-16:00:00
QQQ,20120424,20120424-09:30:00,20120424-16:00:00
QQQ,20120425,20120425-09:30:00,20120425-16:00:00
QQQ,20120426,20120426-09:30:00,20120426-16:00:00
QQQ,20120427,20120427-09:30:00,20120427-16:00:00
QQQ,20120430,20120430-09:30:00,20120430-16:00:00
QQQ,20120501,20120501-09:30:00,20120501-16:00:00
QQQ,20120502,20120502-09:30:00,20120502-16:00:00
QQQ,20120503,20120503-09:30:00,20120503-16:00:00
QQQ,20120504,20120504-09:30:00,20120504-16:00:00
QQQ,20120507,20120507-09:30:00,20120507-16:00:00
QQQ,20120508,20120508-09:30:00,20120508-16:00:00
QQQ,20120509,20120509-09:30:00,20120509-16:00:00
QQQ,20120510,20120510-09:30:00,20120510-16:00:00
QQQ,20120511,20120511-09:30:00,20120511-16:00:00
QQQ,20120514,20120514-09:30:00,20120514-16:00:00
QQQ,20120515,20120515-09:30:00,20120515-16:00:00
QQQ,20120516,20120516-09:30:00,20120516-16:00:00
QQQ,20120517,20120517-09:30:00,20120517-16:00:00
QQQ,20120518,20120518-09:30:00,20120518-16:00:00
QQQ,20120521,20120521-09:30:00,20120521-16:00:00
QQQ,20120522,20120522-09:30:00,20120522-16:00:00
QQQ,20120523,20120523-09:30:00,20120523-16:00:00
QQQ,20120524,20120524-09:30:00,20120524-16:00:00
QQQ,20120525,20120525-09:30:00,20120525-16:00:00
QQQ,20120529,20120529-09:30:00,20120529-16:00:00
QQQ,20120530,20120530-09:30:00,20120530-16:00:00
QQQ,20120531,20120531-09:30:00,20120531-16:00:00
QQQ,20120601,20120601-09:30:00,20120601-16:00:00
QQQ,20120604,20120604-09:30:00,20120604-16:00:00
QQQ,20120605,20120605-09:30:00,20120605-16:00:00
QQQ,20120606,20120606-09:30:00,20120606-16:00:00
QQQ,20120607,20120607-09:30:00,20120607-16:00:00
QQQ,20120608,20120608-09:30:00,20120608-16:00:00
QQQ,20120611,20120611-09:30:00,20120611-16:00:00
QQQ,20120612,20120612-09:30:00,20120612-16:00:00
QQQ,20120613,20120613-09:30:00,20120613-16:00:00
QQQ,20120614,20120614-09:30:00,20120614-16:00:00
QQQ,20120615,20120615-09:30:00,20120615-16:00:00
QQQ,20120618,20120618-09:30:00,20120618-16:00:00
QQQ,20120619,20120619-09:30:00,20120619-16:00:00
QQQ,20120620,20120620-09:30:00,20120620-16:00:00
QQQ,20120621,20120621-09:30:00,20120621-16:00:00
QQQ,20120622,20120622-09:30:00,20120622-16:00:00
QQQ,20120625,20120625-09:30:00,20120625-16:00:00
QQQ,20120626,20120626-09:30:00,20120626-16:00:00
QQQ,20120627,20120627-09:30:00,20120627-16:00:00
QQQ,20120628,20120628-09:30:00,20120628-16:00:00
QQQ,20120629,20120629-09:30:00,20120629-16:00:00
QQQ,20120702,20120702-09:30:00,20120702-16:00:00
QQQ,20120703,20120703-09:30:00,20120703-13:00:00
QQQ,20120705,20120705-09:30:00,20120705-16:00:00
QQQ,20120706,20120706-09:30:00,20120706-16:00:00
QQQ,20120709,20120709-09:30:00,20120709-16:00:00
QQQ,20120710,20120710-09:30:00,20120710-16:00:00
QQQ,20120711,20120711-09:30:00,20120711-16:00:00
QQQ,20120712,20120712-09:30:00,20120712-16:00:00
QQQ,20120713,20120713-09:30:00,20120713-16:00:00
QQQ,20120716,20120716-09:30:00,20120716-16:00:00
QQQ,20120717,20120717-09:30:00,20120717-16:00:00
QQQ,20120718,20120718-09:30:00,20120718-16:00:00
QQQ,20120719,20120719-09:30:00,20120719-16:00:00
QQQ,20120720,20120720-09:30:00,20120720-16:00:00
QQQ,20120723,20120723-09:30:00,20120723-16:00:00
QQQ,20120724,20120724-09:30:00,20120724-16:00:00
QQQ,20120725,20120725-09:30:00,20120725-16:00:00
QQQ,20120726,20120726-09:30:00,20120726-16:00:00
QQQ,20120727,20120727-09:30:00,20120727-16:00:00
QQQ,20120730,20120730-09:30:00,20120730-16:00:00
QQQ,20120731,20120731-09:30:00,20120731-16:00:00
QQQ,20120801,20120801-09:30:00,20120801-16:00:00
QQQ,20120802,20120802-09:30:00,20120802-16:00:00
QQQ,20120803,20120803-09:30:00,20120803-16:00:00
QQQ,20120806,20120806-09:30:00,20120806-16:00:00
QQQ,20120807,20120807-09:30:00,20120807-16:00:00
QQQ,20120808,20120808-09:30:00,20120808-16:00:00
QQQ,20120809,20120809-09:30:00,20120809-16:00:00
QQQ,20120810,20120810-09:30:00,20120810-16:00:00
QQQ,20120813,20120813-09:30:00,20120813-16:00:00
QQQ,20120814,20120814-09:30:00,20120814-16:00:00
QQQ,20120815,20120815-09:30:00,20120815-16:00:00
QQQ,20120816,20120816-09:30:00,20120816-16:00:00
QQQ,20120817,20120817-09:30:00,20120817-16:00:00
QQQ,20120820,20120820-09:30:00,20120820-16:00:00
QQQ,20120821,20120821-09:30:00,20120821-16:00:00
QQQ,20120822,20120822-09:30:00,20120822-16:00:00
QQQ,20120823,20120823-09:30:00,20120823-16:00:00
QQQ,20120824,20120824-09:30:00,20120824-16:00:00
QQQ,20120827,20120827-09:30:00,20120827-16:00:00
QQQ,20120828,20120828-09:30:00,20120828-16:00:00
QQQ,20120829,20120829-09:30:00,20120829-16:00:00
QQQ,20120830,20120830-09:30:00,20120830-16:00:00
QQQ,20120831,20120831-09:30:00,20120831-16:00:00
QQQ,20120904,20120904-09:30:00,20120904-16:00:00
QQQ,20120905,20120905-09:30:00,20120905-16:00:00
QQQ,20120906,20120906-09:30:00,20120906-16:00:00
QQQ,20120907,20120907-09:30:00,20120907-16:00:00
QQQ,20120910,20120910-09:30:00,20120910-16:00:00
QQQ,20120911,20120911-09:30:00,20120911-16:00:00
QQQ,20120912,20120912-09:30:00,20120912-16:00:00
QQQ,20120913,20120913-09:30:00,20120913-16:00:00
QQQ,20120914,20120914-09:30:00,20120914-16:00:00
QQQ,20120917,20120917-09:30:00,20120917-16:00:00
QQQ,20120918,20120918-09:30:00,20120918-16:00:00
QQQ,20120919,20120919-09:30:00,20120919-16:00:00
QQQ,20120920,20120920-09:30:00,20120920-16:00:00
QQQ,20120921,20120921-09:30:00,20120921-16:00:00
QQQ,20120924,20120924-09:30:00,20120924-16:00:00
QQQ,20120925,20120925-09:30:00,20120925-16:00:00
QQQ,20120926,20120926-09:30:00,20120926-16:00:00
QQQ,20120927,20120927-09:30:00,20120927-16:00:00
QQQ,20120928,20120928-09:30:00,20120928-16:00:00
QQQ,20121001,20121001-09:30:00,20121001-16:00:00
QQQ,20121002,20121002-09:30:00,20121002-16:00:00
QQQ,20121003,20121003-09:30:00,20121003-16:00:00
QQQ,20121004,20121004-09:30:00,20121004-16:00:00
QQQ,20121005,20121005-09:30:00,20121005-16:00:00
QQQ,20121008,20121008-09:30:00,20121008-16:00:00
QQQ,20121009,20121009-09:30:00,20121009-16:00:00
QQQ,20121010,20121010-09:30:00,20121010-16:00:00
QQQ,20121011,20121011-09:30:00,20121011-16:00:00
QQQ,20121012,20121012-09:30:00,20121012-16:00:00
QQQ,20121015,20121015-09:30:00,20121015-16:00:00
QQQ,20121016,20121016-09:30:00,20121016-16:00:00
QQQ,20121017,20121017-09:30:00,20121017-16:00:00
QQQ,20121018,20121018-09:30:00,20121018-16:00:00
QQQ,20121019,20121019-09:30:00,20121019-16:00:00
QQQ,20121022,20121022-09:30:00,20121022-16:00:00
QQQ,20121023,20121023-09:30:00,20121023-16:00:00
QQQ,20121024,20121024-09:30:00,20121024-16:00:00
QQQ,20121025,20121025-09:30:00,20121025-16:00:00
QQQ,20121026,20121026-09:30:00,20121026-16:00:00
QQQ,20121031,20121031-09:30:00,20121031-16:00:00
QQQ,20121101,20121101-09:30:00,20121101-16:00:00
QQQ,20121102,20121102-09:30:00,20121102-16:00:00
QQQ,20121105,20121105-09:30:00,20121105-16:00:00
QQQ,20121106,20121106-09:30:00,20121106-16:00:00
QQQ,20121107,20121107-09:30:00,20121107-16:00:00
QQQ,20121108,20121108-09:30:00,20121108-16:00:00
QQQ,20121109,20121109-09:30:00,20121109-16:00:00
QQQ,20121112,20121112-09:30:00,20121112-16:00:00
QQQ,20121113,20121113-09:30:00,20121113-16:00:00
QQQ,20121114,20121114-09:30:00,20121114-16:00:00
QQQ,20121115,20121115-09:30:00,20121115-16:00:00
QQQ,20121116,20121116-09:30:00,20121116-16:00:00
QQQ,20121119,20121119-09:30:00,20121119-16:00:00
QQQ,20121120,20121120-09:30:00,20121120-16:00:00
QQQ,20121121,20121121-09:30:00,20121121-16:00:00
QQQ,20121123,20121123-09:30:00,20121123-13:00:00
QQQ,20121126,20121126-09:30:00,20121126-16:00:00
QQQ,20121127,20121127-09:30:00,20121127-16:00:00
QQQ,20121128,20121128-09:30:00,20121128-16:00:00
QQQ,20121129,20121129-09:30:00,20121129-16:00:00
QQQ,20121130,20121130-09:30:00,20121130-16:00:00
QQQ,20121203,20121203-09:30:00,20121203-16:00:00
QQQ,20121204,20121204-09:30:00,20121204-16:00:00
QQQ,20121205,20121205-09:30:00,20121205-16:00:00
QQQ,20121206,20121206-09:30:00,20121206-16:00:00
QQQ,20121207,20121207-09:30:00,20121207-16:00:00
QQQ,20121210,20121210-09:30:00,20121210-16:00:00
QQQ,20121211,20121211-09:30:00,20121211-16:00:00
QQQ,20121212,20121212-09:30:00,20121212-16:00:00
QQQ,20121213,20121213-09:30:00,20121213-16:00:00
QQQ,20121214,20121214-09:30:00,20121214-16:00:00
QQQ,20121217,20121217-09:30:00,20121217-16:00:00
QQQ,20121218,20121218-09:30:00,20121218-16:00:00
QQQ,20121219,20121219-09:30:00,20121219-16:00:00
QQQ,20121220,20121220-09:30:00,20121220-16:00:00
QQQ,20121221,20121221-09:30:00,20121221-16:00:00
QQQ,20121224,20121224-09:30:00,20121224-13:00:00
QQQ,20121226,20121226-09:30:00,20121226-16:00:00
QQQ,20121227,20121227-09:30:00,20121227-16:00:00
QQQ,20121228,20121228-09:30:00,20121228-16:00:00
QQQ,20121231,20121231-09:30:00,20121231-16:00:00
QQQ,20130102,20130102-09:30:00,20130102-16:00:00
QQQ,20130103,20130103-09:30:00,20130103-16:00:00
QQQ,20130104,20130104-09:30:00,20130104-16:00:00
QQQ,20130107,20130107-09:30:00,20130107-16:00:00
QQQ,20130108,20130108-09:30:00,20130108-16:00:00
QQQ,20130109,20130109-09:30:00,20130109-16:00:00
QQQ,20130110,20130110-09:30:00,20130110-16:00:00
QQQ,20130111,20130111-09:30:00,20130111-16:00:00
QQQ,20130114,20130114-09:30:00,20130114-16:00:00
QQQ,20130115,20130115-09:30:00,20130115-16:00:00
QQQ,20130116,20130116-09:30:00,20130116-16:00:00
QQQ,20130117,20130117-09:30:00,20130117-16:00:00
QQQ,20130118,20130118-09:30:00,20130118-16:00:00
QQQ,20130122,20130122-09:30:00,20130122-16:00:00
QQQ,20130123,20130123-09:30:00,20130123-16:00:00
QQQ,20130124,20130124-09:30:00,20130124-16:00:00
QQQ,20130125,20130125-09:30:00,20130125-16:00:00
QQQ,20130128,20130128-09:30:00,20130128-16:00:00
QQQ,20130129,20130129-09:30:00,20130129-16:00:00
QQQ,20130130,20130130-09:30:00,20130130-16:00:00
QQQ,20130131,20130131-09:30:00,20130131-16:00:00
QQQ,20130201,20130201-09:30:00,20130201-16:00:00
QQQ,20130204,20130204-09:30:00,20130204-16:00:00
QQQ,20130205,20130205-09:30:00,20130205-16:00:00
QQQ,20130206,20130206-09:30:00,20130206-16:00:00
QQQ,20130207,20130207-09:30:00,20130207-16:00:00
QQQ,20130208,20130208-09:30:00,20130208-16:00:00
QQQ,20130211,20130211-09:30:00,20130211-16:00:00
QQQ,20130212,20130212-09:30:00,20130212-16:00:00
QQQ,20130213,20130213-09:30:00,20130213-16:00:00
QQQ,20130214,20130214-09:30:00,20130214-16:00:00
QQQ,20130215,20130215-09:30:00,20130215-16:00:00
QQQ,20130219,20130219-09:30:00,20130219-16:00:00
QQQ,20130220,20130220-09:30:00,20130220-16:00:00
QQQ,20130221,20130221-09:30:00,20130221-16:00:00
QQQ,20130222,20130222-09:30:00,20130222-16:00:00
QQQ,20130225,20130225-09:30:00,20130225-16:00:00
QQQ,20130226,20130226-09:30:00,20130226-16:00:00
QQQ,20130227,20130227-09:30:00,20130227-16:00:00
QQQ,20130228,20130228-09:30:00,20130228-16:00:00
QQQ,20130301,20130301-09:30:00,20130301-16:00:00
QQQ,20130304,20130304-09:30:00,20130304-16:00:00
QQQ,20130305,20130305-09:30:00,20130305-16:00:00
QQQ,20130306,20130306-09:30:00,20130306-16:00:00
QQQ,20130307,20130307-09:30:00,20130307-16:00:00
QQQ,20130308,20130308-09:30:00,20130308-16:00:00
QQQ,20130311,20130311-09:30:00,20130311-16:00:00
QQQ,20130312,20130312-09:30:00,20130312-16:00:00
QQQ,20130313,20130313-09:30:00,20130313-16:00:00
QQQ,20130314,20130314-09:30:00,20130314-16:00:00
QQQ,20130315,20130315-09:30:00,20130315-16:00:00
QQQ,20130318,20130318-09:30:00,20130318-16:00:00
QQQ,20130319,20130319-09:30:00,20130319-16:00:00
QQQ,20130320,20130320-09:30:00,20130320-16:00:00
QQQ,20130321,20130321-09:30:00,20130321-16:00:00
QQQ,20130322,20130322-09:30:00,20130322-16:00:00
QQQ,20130325,20130325-09:30:00,20130325-16:00:00
QQQ,20130326,20130326-09:30:00,20130326-16:00:00
QQQ,20130327,20130327-09:30:00,20130327-16:00:00
QQQ,20130328,20130328-09:30:00,20130328-16:00:00
QQQ,20130401,20130401-09:30:00,20130401-16:00:00
QQQ,20130402,20130402-09:30:00,20130402-16:00:00
QQQ,20130403,20130403-09:30:00,20130403-16:00:00
QQQ,20130404,20130404-09:30:00,20130404-16:00:00
QQQ,20130405,20130405-09:30:00,20130405-16:00:00
QQQ,20130408,20130408-09:30:00,20130408-16:00:00
QQQ,20130409,20130409-09:30:00,20130409-16:00:00
QQQ,20130410,20130410-09:30:00,20130410-16:00:00
QQQ,20130411,20130411-09:30:00,20130411-16:00:00
QQQ,20130412,20130412-09:30:00,20130412-16:00:00
QQQ,20130415,20130415-09:30:00,20130415-16:00:00
QQQ,20130416,20130416-09:30:00,20130416-16:00:00
QQQ,20130417,20130417-09:30:00,20130417-16:00:00
QQQ,20130418,20130418-09:30:00,20130418-16:00:00
QQQ,20130419,20130419-09:30:00,20130419-16:00:00
QQQ,20130422,20130422-09:30:00,20130422-16:00:00
QQQ,20130423,20130423-09:30:00,20130423-16:00:00
QQQ,20130424,20130424-09:30:00,20130424-16:00:00
QQQ,20130425,20130425-09:30:00,20130425-16:00:00
QQQ,20130426,20130426-09:30:00,20130426-16:00:00
QQQ,20130429,20130429-09:30:00,20130429-16:00:00
QQQ,20130430,20130430-09:30:00,20130430-16:00:00
QQQ,20130501,20130501-09:30:00,20130501-16:00:00
QQQ,20130502,20130502-09:30:00,20130502-16:00:00
QQQ,20130503,20130503-09:30:00,20130503-16:00:00
QQQ,20130506,20130506-09:30:00,20130506-16:00:00
QQQ,20130507,20130507-09:30:00,20130507-16:00:00
QQQ,20130508,20130508-09:30:00,20130508-16:00:00
QQQ,20130509,20130509-09:30:00,20130509-16:00:00
QQQ,20130510,20130510-09:30:00,20130510-16:00:00
QQQ,20130513,20130513-09:30:00,20130513-16:00:00
QQQ,20130514,20130514-09:30:00,20130514-16:00:00
QQQ,20130515,20130515-09:30:00,20130515-16:00:00
QQQ,20130516,20130516-09:30:00,20130516-16:00:00
QQQ,20130517,20130517-09:30:00,20130517-16:00:00
QQQ,20130520,20130520-09:30:00,20130520-16:00:00
QQQ,20130521,20130521-09:30:00,20130521-16:00:00
QQQ,20130522,20130522-09:30:00,20130522-16:00:00
QQQ,20130523,20130523-09:30:00,20130523-16:00:00
QQQ,20130524,20130524-09:30:00,20130524-16:00:00
QQQ,20130528,20130528-09:30:00,20130528-16:00:00
QQQ,20130529,20130529-09:30:00,20130529-16:00:00
QQQ,20130530,20130530-09:30:00,20130530-16:00:00
QQQ,20130531,20130531-09:30:00,20130531-16:00:00
QQQ,20130603,20130603-09:30:00,20130603-16:00:00
QQQ,20130604,20130604-09:30:00,20130604-16:00:00
QQQ,20130605,20130605-09:30:00,20130605-16:00:00
QQQ,20130606,20130606-09:30:00,20130606-16:00:00
QQQ,20130607,20130607-09:30:00,20130607-16:00:00
QQQ,20130610,20130610-09:30:00,20130610-16:00:00
QQQ,20130611,20130611-09:30:00,20130611-16:00:00
QQQ,20130612,20130612-09:30:00,20130612-16:00:00
QQQ,20130613,20130613-09:30:00,20130613-16:00:00
QQQ,20130614,20130614-09:30:00,20130614-16:00:00
QQQ,20130617,20130617-09:30:00,20130617-16:00:00
QQQ,20130618,20130618-09:30:00,20130618-16:00:00
QQQ,20130619,20130619-09:30:00,20130619-16:00:00
QQQ,20130620,20130620-09:30:00,20130620-16:00:00
QQQ,20130621,20130621-09:30:00,20130621-16:00:00
QQQ,20130624,20130624-09:30:00,20130624-16:00:00
QQQ,20130625,20130625-09:30:00,20130625-16:00:00
QQQ,20130626,20130626-09:30:00,20130626-16:00:00
QQQ,20130627,20130627-09:30:00,20130627-16:00:00
QQQ,20130628,20130628-09:30:00,20130628-16:00:00
QQQ,20130701,20130701-09:30:00,20130701-16:00:00
QQQ,20130702,20130702-09:30:00,20130702-16:00:00
QQQ,20130703,20130703-09:30:00,20130703-13:00:00
QQQ,20130705,20130705-09:30:00,20130705-16:00:00
QQQ,20130708,20130708-09:30:00,20130708-16:00:00
QQQ,20130709,20130709-09:30:00,20130709-16:00:00
QQQ,20130710,20130710-09:30:00,20130710-16:00:00
QQQ,20130711,20130711-09:30:00,20130711-16:00:00
QQQ,20130712,20130712-09:30:00,20130712-16:00:00
QQQ,20130715,20130715-09:30:00,20130715-16:00:00
QQQ,20130716,20130716-09:30:00,20130716-16:00:00
QQQ,20130717,20130717-09:30:00,20130717-16:00:00
QQQ,20130718,20130718-09:30:00,20130718-16:00:00
QQQ,20130719,20130719-09:30:00,20130719-16:00:00
QQQ,20130722,20130722-09:30:00,20130722-16:00:00
QQQ,20130723,20130723-09:30:00,20130723-16:00:00
QQQ,20130724,20130724-09:30:00,20130724-16:00:00
QQQ,20130725,20130725-09:30:00,20130725-16:00:00
QQQ,20130726,20130726-09:30:00,20130726-16:00:00
QQQ,20130729,20130729-09:30:00,20130729-16:00:00
QQQ,20130730,20130730-09:30:00,20130730-16:00:00
QQQ,20130731,20130731-09:30:00,20130731-16:00:00
QQQ,20130801,20130801-09:30:00,20130801-16:00:00
QQQ,20130802,20130802-09:30:00,20130802-16:00:00
QQQ,20130805,20130805-09:30:00,20130805-16:00:00
QQQ,20130806,20130806-09:30:00,20130806-16:00:00
QQQ,20130807,20130807-09:30:00,20130807-16:00:00
QQQ,20130808,20130808-09:30:00,20130808-16:00:00
QQQ,20130809,20130809-09:30:00,20130809-16:00:00
QQQ,20130812,20130812-09:30:00,20130812-16:00:00
QQQ,20130813,20130813-09:30:00,20130813-16:00:00
QQQ,20130814,20130814-09:30:00,20130814-16:00:00
QQQ,20130815,20130815-09:30:00,20130815-16:00:00
QQQ,20130816,20130816-09:30:00,20130816-16:00:00
QQQ,20130819,20130819-09:30:00,20130819-16:00:00
QQQ,20130820,20130820-09:30:00,20130820-16:00:00
QQQ,20130821,20130821-09:30:00,20130821-16:00:00
QQQ,20130822,20130822-09:30:00,20130822-16:00:00
QQQ,20130823,20130823-09:30:00,20130823-16:00:00
QQQ,20130826,20130826-09:30:00,20130826-16:00:00
QQQ,20130827,20130827-09:30:00,20130827-16:00:00
QQQ,20130828,20130828-09:30:00,20130828-16:00:00
QQQ,20130829,20130829-09:30:00,20130829-16:00:00
QQQ,20130830,20130830-09:30:00,20130830-16:00:00
QQQ,20130903,20130903-09:30:00,20130903-16:00:00
QQQ,20130904,20130904-09:30:00,20130904-16:00:00
QQQ,20130905,20130905-09:30:00,20130905-16:00:00
QQQ,20130906,20130906-09:30:00,20130906-16:00:00
QQQ,20130909,20130909-09:30:00,20130909-16:00:00
QQQ,20130910,20130910-09:30:00,20130910-16:00:00
QQQ,20130911,20130911-09:30:00,20130911-16:00:00
QQQ,20130912,20130912-09:30:00,20130912-16:00:00
QQQ,20130913,20130913-09:30:00,20130913-16:00:00
QQQ,20130916,20130916-09:30:00,20130916-16:00:00
QQQ,20130917,20130917-09:30:00,20130917-16:00:00
QQQ,20130918,20130918-09:30:00,20130918-16:00:00
QQQ,20130919,20130919-09:30:00,20130919-16:00:00
QQQ,20130920,20130920-09:30:00,20130920-16:00:00
QQQ,20130923,20130923-09:30:00,20130923-16:00:00
QQQ,20130924,20130924-09:30:00,20130924-16:00:00
QQQ,20130925,20130925-09:30:00,20130925-16:00:00
QQQ,20130926,20130926-09:30:00,20130926-16:00:00
QQQ,20130927,20130927-09:30:00,20130927-16:00:00
QQQ,20130930,20130930-09:30:00,20130930-16:00:00
QQQ,20131001,20131001-09:30:00,20131001-16:00:00
QQQ,20131002,20131002-09:30:00,20131002-16:00:00
QQQ,20131003,20131003-09:30:00,20131003-16:00:00
QQQ,20131004,20131004-09:30:00,20131004-16:00:00
QQQ,20131007,20131007-09:30:00,20131007-16:00:00
QQQ,20131008,20131008-09:30:00,20131008-16:00:00
QQQ,20131009,20131009-09:30:00,20131009-16:00:00
QQQ,20131010,20131010-09:30:00,20131010-16:00:00
QQQ,20131011,20131011-09:30:00,20131011-16:00:00
QQQ,20131014,20131014-09:30:00,20131014-16:00:00
QQQ,20131015,20131015-09:30:00,20131015-16:00:00
QQQ,20131016,20131016-09:30:00,20131016-16:00:00
QQQ,20131017,20131017-09:30:00,20131017-16:00:00
QQQ,20131018,20131018-09:30:00,20131018-16:00:00
QQQ,20131021,20131021-09:30:00,20131021-16:00:00
QQQ,20131022,20131022-09:30:00,20131022-16:00:00
QQQ,20131023,20131023-09:30:00,20131023-16:00:00
QQQ,20131024,20131024-09:30:00,20131024-16:00:00
QQQ,20131025,20131025-09:30:00,20131025-16:00:00
QQQ,20131028,20131028-09:30:00,20131028-16:00:00
QQQ,20131029,20131029-09:30:00,20131029-16:00:00
QQQ,20131030,20131030-09:30:00,20131030-16:00:00
QQQ,20131031,20131031-09:30:00,20131031-16:00:00
QQQ,20131101,20131101-09:30:00,20131101-16:00:00
